,L_bankssts,L_caudalanteriorcingulate,L_caudalmiddlefrontal,L_cuneus,L_entorhinal,L_fusiform,L_inferiorparietal,L_inferiortemporal,L_isthmuscingulate,L_lateraloccipital,L_lateralorbitofrontal,L_lingual,L_medialorbitofrontal,L_middletemporal,L_parahippocampal,L_paracentral,L_parsopercularis,L_parsorbitalis,L_parstriangularis,L_pericalcarine,L_postcentral,L_posteriorcingulate,L_precentral,L_precuneus,L_rostralanteriorcingulate,L_rostralmiddlefrontal,L_superiorfrontal,L_superiorparietal,L_superiortemporal,L_supramarginal,L_frontalpole,L_temporalpole,L_transversetemporal,L_insula,R_bankssts,R_caudalanteriorcingulate,R_caudalmiddlefrontal,R_cuneus,R_entorhinal,R_fusiform,R_inferiorparietal,R_inferiortemporal,R_isthmuscingulate,R_lateraloccipital,R_lateralorbitofrontal,R_lingual,R_medialorbitofrontal,R_middletemporal,R_parahippocampal,R_paracentral,R_parsopercularis,R_parsorbitalis,R_parstriangularis,R_pericalcarine,R_postcentral,R_posteriorcingulate,R_precentral,R_precuneus,R_rostralanteriorcingulate,R_rostralmiddlefrontal,R_superiorfrontal,R_superiorparietal,R_superiortemporal,R_supramarginal,R_frontalpole,R_temporalpole,R_transversetemporal,R_insula
R_lateraloccipital,0.0,1.0,2.0,664.0,6.0,97.0,70.0,45.0,308.0,430.0,0.0,307.0,4.0,13.0,28.0,1.0,0.0,0.0,0.0,397.0,1.0,0.0,1.0,584.0,8.0,2.0,11.0,716.0,13.0,1.0,0.0,0.0,7.0,8.0,213.0,0.0,80.0,12378.0,73.0,23744.0,28198.0,11726.0,509.0,0.0,1338.0,28122.0,52.0,10007.0,370.0,2.0,41.0,330.0,43.0,26812.0,15.0,3.0,23.0,945.0,1.0,536.0,42.0,22696.0,4167.0,64.0,60.0,90.0,34.0,1129.0
R_lateralorbitofrontal,0.0,10.0,4.0,7.0,0.0,0.0,1.0,1.0,17.0,2.0,53.0,2.0,232.0,3.0,2.0,5.0,3.0,22.0,8.0,0.0,2.0,19.0,0.0,39.0,119.0,163.0,304.0,13.0,4.0,0.0,70.0,4.0,0.0,2.0,42.0,105.0,54.0,176.0,13.0,446.0,735.0,495.0,103.0,1338.0,0.0,1906.0,3476.0,1347.0,49.0,8.0,587.0,7762.0,1120.0,264.0,141.0,56.0,312.0,141.0,462.0,4551.0,579.0,425.0,6722.0,271.0,1480.0,2209.0,27.0,9838.0
R_lingual,0.0,0.0,1.0,297.0,3.0,42.0,40.0,26.0,154.0,207.0,2.0,203.0,2.0,9.0,11.0,0.0,0.0,0.0,1.0,173.0,0.0,0.0,0.0,295.0,10.0,15.0,17.0,328.0,2.0,4.0,2.0,0.0,2.0,3.0,48.0,4.0,13.0,10112.0,374.0,9196.0,965.0,1667.0,1376.0,28122.0,1906.0,0.0,78.0,3257.0,4849.0,0.0,11.0,580.0,65.0,24027.0,8.0,2.0,2.0,5103.0,4.0,698.0,105.0,5887.0,2516.0,18.0,113.0,126.0,16.0,616.0
R_medialorbitofrontal,0.0,135.0,4.0,1.0,0.0,7.0,2.0,16.0,148.0,6.0,387.0,2.0,3124.0,21.0,4.0,12.0,4.0,74.0,11.0,2.0,0.0,173.0,2.0,60.0,1370.0,727.0,1596.0,1.0,18.0,1.0,970.0,39.0,0.0,18.0,0.0,494.0,2.0,5.0,9.0,31.0,25.0,68.0,315.0,52.0,3476.0,78.0,0.0,215.0,17.0,1.0,6.0,28.0,12.0,11.0,4.0,200.0,2.0,117.0,7044.0,292.0,5063.0,17.0,1538.0,1.0,1503.0,742.0,2.0,3216.0
R_middletemporal,1.0,4.0,42.0,37.0,0.0,4.0,26.0,4.0,96.0,6.0,3.0,9.0,15.0,8.0,2.0,39.0,1.0,5.0,3.0,18.0,20.0,11.0,6.0,534.0,10.0,49.0,228.0,340.0,16.0,21.0,9.0,0.0,7.0,5.0,10484.0,10.0,609.0,268.0,11.0,2254.0,35422.0,18801.0,225.0,10007.0,1347.0,3257.0,215.0,0.0,199.0,12.0,528.0,448.0,469.0,530.0,353.0,37.0,375.0,748.0,6.0,3902.0,437.0,4054.0,14218.0,1213.0,167.0,697.0,49.0,690.0
R_parahippocampal,0.0,1.0,0.0,35.0,0.0,4.0,3.0,2.0,27.0,25.0,2.0,22.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,59.0,2.0,4.0,8.0,44.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,101.0,4.0,271.0,2552.0,5181.0,382.0,525.0,2959.0,370.0,49.0,4849.0,17.0,199.0,0.0,1.0,3.0,13.0,4.0,280.0,0.0,53.0,2.0,3162.0,62.0,44.0,156.0,413.0,100.0,5.0,9.0,108.0,0.0,36.0
R_paracentral,1.0,24.0,139.0,1.0,1.0,3.0,22.0,2.0,131.0,0.0,3.0,1.0,1.0,2.0,17.0,5094.0,39.0,2.0,13.0,1.0,372.0,1219.0,1167.0,2445.0,6.0,86.0,2355.0,735.0,6.0,20.0,1.0,0.0,4.0,8.0,4.0,395.0,97.0,0.0,0.0,2.0,59.0,6.0,37.0,2.0,8.0,0.0,1.0,12.0,1.0,0.0,229.0,13.0,41.0,0.0,5846.0,6290.0,12679.0,6014.0,37.0,128.0,15241.0,2061.0,27.0,136.0,1.0,0.0,1.0,76.0
R_parsopercularis,0.0,73.0,380.0,0.0,0.0,0.0,24.0,5.0,10.0,0.0,16.0,0.0,5.0,6.0,0.0,135.0,172.0,22.0,98.0,0.0,28.0,145.0,82.0,379.0,14.0,668.0,3615.0,62.0,11.0,20.0,8.0,1.0,0.0,26.0,157.0,211.0,6917.0,2.0,0.0,58.0,4576.0,146.0,36.0,41.0,587.0,11.0,6.0,528.0,3.0,229.0,0.0,765.0,10757.0,0.0,1507.0,134.0,19660.0,911.0,6.0,11749.0,10971.0,2808.0,587.0,3006.0,16.0,2.0,27.0,5036.0
R_parsorbitalis,1.0,19.0,16.0,1.0,0.0,1.0,5.0,0.0,9.0,1.0,25.0,2.0,44.0,1.0,0.0,6.0,6.0,57.0,36.0,0.0,5.0,22.0,4.0,29.0,93.0,630.0,639.0,4.0,4.0,4.0,42.0,0.0,0.0,7.0,75.0,28.0,159.0,44.0,1.0,130.0,518.0,192.0,19.0,330.0,7762.0,580.0,28.0,448.0,13.0,13.0,765.0,0.0,4966.0,70.0,287.0,8.0,843.0,68.0,20.0,5887.0,921.0,262.0,810.0,577.0,70.0,162.0,19.0,1807.0
R_parstriangularis,0.0,29.0,69.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,9.0,1.0,14.0,1.0,0.0,37.0,41.0,26.0,65.0,0.0,5.0,41.0,16.0,81.0,28.0,501.0,1115.0,10.0,7.0,3.0,9.0,0.0,0.0,14.0,218.0,78.0,1360.0,4.0,0.0,20.0,2523.0,79.0,13.0,43.0,1120.0,65.0,12.0,469.0,4.0,41.0,10757.0,4966.0,0.0,9.0,668.0,31.0,2807.0,175.0,11.0,13738.0,2984.0,1026.0,1056.0,2295.0,20.0,8.0,39.0,2825.0
R_pericalcarine,0.0,0.0,0.0,183.0,1.0,31.0,15.0,10.0,99.0,127.0,1.0,108.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,163.0,2.0,3.0,3.0,208.0,3.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,4.0,45993.0,60.0,275.0,156.0,186.0,214.0,26812.0,264.0,24027.0,11.0,530.0,280.0,0.0,0.0,70.0,9.0,0.0,1.0,1.0,1.0,1424.0,2.0,83.0,10.0,11010.0,474.0,5.0,10.0,21.0,7.0,157.0
R_postcentral,2.0,8.0,58.0,1.0,2.0,1.0,29.0,1.0,121.0,0.0,0.0,3.0,0.0,9.0,13.0,577.0,8.0,1.0,2.0,0.0,168.0,158.0,151.0,1241.0,7.0,53.0,352.0,658.0,37.0,44.0,1.0,0.0,5.0,5.0,84.0,25.0,2827.0,0.0,0.0,21.0,2968.0,107.0,22.0,15.0,141.0,8.0,4.0,353.0,0.0,5846.0,1507.0,287.0,668.0,1.0,0.0,207.0,56686.0,418.0,2.0,1787.0,1324.0,23633.0,636.0,22299.0,6.0,4.0,95.0,5516.0
R_posteriorcingulate,0.0,29.0,71.0,4.0,2.0,2.0,6.0,1.0,165.0,1.0,10.0,3.0,24.0,5.0,18.0,608.0,36.0,3.0,13.0,1.0,43.0,521.0,93.0,804.0,30.0,114.0,1492.0,194.0,8.0,16.0,6.0,0.0,0.0,11.0,3.0,5531.0,21.0,1.0,14.0,5.0,53.0,19.0,6215.0,3.0,56.0,2.0,200.0,37.0,53.0,6290.0,134.0,8.0,31.0,1.0,207.0,0.0,118.0,16810.0,1170.0,105.0,8493.0,454.0,60.0,80.0,14.0,5.0,5.0,138.0
R_precentral,0.0,18.0,205.0,0.0,1.0,1.0,7.0,1.0,44.0,0.0,2.0,0.0,4.0,1.0,4.0,986.0,31.0,5.0,23.0,0.0,94.0,141.0,355.0,642.0,7.0,137.0,1738.0,263.0,10.0,6.0,2.0,0.0,1.0,10.0,83.0,32.0,26884.0,4.0,1.0,27.0,5904.0,79.0,17.0,23.0,312.0,2.0,2.0,375.0,2.0,12679.0,19660.0,843.0,2807.0,1.0,56686.0,118.0,0.0,574.0,6.0,12461.0,24229.0,11340.0,534.0,5607.0,13.0,2.0,38.0,5667.0
R_precuneus,14.0,43.0,405.0,1568.0,34.0,330.0,724.0,236.0,2628.0,997.0,66.0,711.0,26.0,183.0,143.0,1130.0,121.0,20.0,49.0,798.0,297.0,591.0,393.0,9909.0,31.0,385.0,3473.0,5455.0,381.0,419.0,6.0,18.0,79.0,125.0,135.0,4781.0,276.0,6765.0,952.0,650.0,1392.0,347.0,27568.0,945.0,141.0,5103.0,117.0,748.0,3162.0,6014.0,911.0,68.0,175.0,1424.0,418.0,16810.0,574.0,0.0,1002.0,557.0,10431.0,16820.0,1599.0,1024.0,24.0,29.0,91.0,519.0
R_rostralanteriorcingulate,0.0,26.0,5.0,0.0,0.0,0.0,9.0,4.0,16.0,7.0,53.0,3.0,276.0,5.0,1.0,7.0,5.0,40.0,42.0,3.0,3.0,30.0,6.0,22.0,525.0,554.0,911.0,2.0,6.0,3.0,129.0,3.0,0.0,18.0,0.0,3036.0,6.0,0.0,21.0,5.0,4.0,4.0,1891.0,1.0,462.0,4.0,7044.0,6.0,62.0,37.0,6.0,20.0,11.0,2.0,2.0,1170.0,6.0,1002.0,0.0,212.0,6182.0,7.0,50.0,2.0,101.0,43.0,0.0,547.0
R_rostralmiddlefrontal,6.0,480.0,483.0,1.0,0.0,4.0,44.0,21.0,125.0,10.0,239.0,17.0,446.0,44.0,3.0,193.0,398.0,523.0,794.0,3.0,75.0,421.0,197.0,562.0,1022.0,7169.0,10694.0,79.0,49.0,64.0,433.0,24.0,3.0,169.0,434.0,739.0,34911.0,63.0,3.0,391.0,14967.0,1425.0,78.0,536.0,4551.0,698.0,292.0,3902.0,44.0,128.0,11749.0,5887.0,13738.0,83.0,1787.0,105.0,12461.0,557.0,212.0,0.0,35973.0,5256.0,1728.0,1614.0,2479.0,385.0,11.0,1452.0
R_superiorfrontal,11.0,1538.0,3922.0,2.0,3.0,25.0,251.0,101.0,306.0,34.0,542.0,40.0,1465.0,131.0,22.0,3770.0,1574.0,782.0,1916.0,16.0,607.0,2092.0,2195.0,4056.0,2833.0,14348.0,48371.0,1166.0,119.0,229.0,1086.0,34.0,9.0,412.0,108.0,18142.0,35846.0,8.0,52.0,45.0,2011.0,90.0,3765.0,42.0,579.0,105.0,5063.0,437.0,156.0,15241.0,10971.0,921.0,2984.0,10.0,1324.0,8493.0,24229.0,10431.0,6182.0,35973.0,0.0,2700.0,532.0,799.0,3868.0,79.0,13.0,1482.0
R_superiorparietal,8.0,10.0,205.0,1417.0,16.0,180.0,368.0,126.0,1121.0,768.0,13.0,629.0,5.0,98.0,79.0,568.0,49.0,1.0,13.0,731.0,219.0,225.0,238.0,4728.0,8.0,120.0,1088.0,3440.0,230.0,296.0,0.0,2.0,47.0,67.0,769.0,48.0,5917.0,15183.0,119.0,4786.0,51987.0,2279.0,2109.0,22696.0,425.0,5887.0,17.0,4054.0,413.0,2061.0,2808.0,262.0,1026.0,11010.0,23633.0,454.0,11340.0,16820.0,7.0,5256.0,2700.0,0.0,9985.0,12943.0,25.0,42.0,1047.0,4293.0
R_superiortemporal,1.0,3.0,17.0,28.0,0.0,4.0,53.0,4.0,158.0,11.0,12.0,6.0,28.0,9.0,4.0,25.0,5.0,2.0,5.0,11.0,22.0,8.0,13.0,875.0,29.0,68.0,141.0,568.0,31.0,44.0,16.0,1.0,6.0,9.0,10659.0,28.0,342.0,245.0,18.0,1362.0,10501.0,1104.0,440.0,4167.0,6722.0,2516.0,1538.0,14218.0,100.0,27.0,587.0,810.0,1056.0,474.0,636.0,60.0,534.0,1599.0,50.0,1728.0,532.0,9985.0,0.0,8675.0,512.0,583.0,8166.0,11140.0
R_supramarginal,1.0,8.0,28.0,2.0,0.0,3.0,29.0,4.0,100.0,1.0,2.0,1.0,0.0,12.0,5.0,76.0,14.0,1.0,5.0,2.0,47.0,19.0,32.0,866.0,4.0,60.0,213.0,619.0,24.0,29.0,1.0,0.0,5.0,12.0,2212.0,17.0,370.0,4.0,2.0,61.0,18518.0,148.0,203.0,64.0,271.0,18.0,1.0,1213.0,5.0,136.0,3006.0,577.0,2295.0,5.0,22299.0,80.0,5607.0,1024.0,2.0,1614.0,799.0,12943.0,8675.0,0.0,7.0,4.0,642.0,6930.0
R_frontalpole,1.0,58.0,4.0,0.0,2.0,3.0,2.0,5.0,51.0,2.0,129.0,2.0,850.0,6.0,3.0,6.0,10.0,83.0,23.0,0.0,1.0,81.0,3.0,29.0,419.0,660.0,995.0,2.0,8.0,1.0,353.0,11.0,1.0,6.0,3.0,66.0,17.0,13.0,1.0,28.0,41.0,76.0,13.0,60.0,1480.0,113.0,1503.0,167.0,9.0,1.0,16.0,70.0,20.0,10.0,6.0,14.0,13.0,24.0,101.0,2479.0,3868.0,25.0,512.0,7.0,0.0,205.0,0.0,446.0
R_temporalpole,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,9.0,23.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,7.0,4.0,8.0,129.0,541.0,87.0,1108.0,27.0,90.0,2209.0,126.0,742.0,697.0,108.0,0.0,2.0,162.0,8.0,21.0,4.0,5.0,2.0,29.0,43.0,385.0,79.0,42.0,583.0,4.0,205.0,0.0,0.0,5052.0
R_transversetemporal,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,51.0,0.0,1.0,4.0,31.0,5.0,3.0,0.0,0.0,1.0,1.0,54.0,1.0,22.0,1.0,1.0,18.0,231.0,13.0,34.0,34.0,27.0,16.0,2.0,49.0,0.0,1.0,27.0,19.0,39.0,7.0,95.0,5.0,38.0,91.0,0.0,11.0,13.0,1047.0,8166.0,642.0,0.0,0.0,0.0,2952.0
R_insula,2.0,14.0,42.0,11.0,0.0,4.0,18.0,2.0,42.0,4.0,59.0,3.0,122.0,9.0,2.0,26.0,22.0,11.0,9.0,5.0,15.0,38.0,9.0,312.0,90.0,154.0,511.0,163.0,13.0,18.0,26.0,5.0,3.0,5.0,176.0,208.0,403.0,81.0,1028.0,275.0,2016.0,251.0,232.0,1129.0,9838.0,616.0,3216.0,690.0,36.0,76.0,5036.0,1807.0,2825.0,157.0,5516.0,138.0,5667.0,519.0,547.0,1452.0,1482.0,4293.0,11140.0,6930.0,446.0,5052.0,2952.0,0.0
